X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,SCHOOLYEAR
-78.65069401,41.9073463,18093,A9105545,CUSTER CITY PRIVATE SCHOOL,945 S AVE,CUSTER CITY,PA,16725,42,2017-2018
-78.64768401,41.96128831,18094,A9303879,THE LEARNING CENTER,90 JACKSON AVE,BRADFORD,PA,16701,42,2017-2018
-78.64826401,41.95227631,18095,A9503476,CHESTNUT STREET CHRISTIAN SCHOOL,110 CHESTNUT ST,BRADFORD,PA,16701,42,2017-2018
-78.64836401,41.95518531,18096,AA890808,BRADFORD AREA CHRISTIAN ACADEMY,25 CHAMBERS ST,BRADFORD,PA,16701,42,2017-2018
-80.39683952,41.40601213,18097,1190349,ST MICHAEL SCHOOL,80 N HIGH ST,GREENVILLE,PA,16125,42,2017-2018
-80.12124742,41.33887313,18098,1199079,STONEBORO WESLEYAN SCHOOL,947 FREDONIA RD,STONEBORO,PA,16153,42,2017-2018
-80.27403346,41.14146509,18099,1200701,LIGO SCHOOL,417 LEESBURG STATION RD,NEW WILMINGTON,PA,16142,42,2017-2018
-80.30172646,41.14131909,18100,1908112,HILLSIDE SCHOOL,125 LEESBURG STATION RD,NEW WILMINGTON,PA,16142,42,2017-2018
-80.11256043,41.47247516,18101,1908407,PILGRIM FELLOWSHIP SCHOOL,843 DEER CREEK RD,COCHRANTON,PA,16314,42,2017-2018
-80.0764854,41.1628721,18102,2054269,GROVE CITY CHRISTIAN ACADEMY,301 N MADISON AVE,GROVE CITY,PA,16127,42,2017-2018
-80.25716447,41.32850812,18103,A0108875,GREEN MEADOW PAROCHIAL SCHOOL,38 BREESE RD,FREDONIA,PA,16124,42,2017-2018
-80.25846147,41.35481513,18104,A0502971,FAIRVIEW AMISH SCHOOL,83 FURNACE RD,FREDONIA,PA,16124,42,2017-2018
-80.32410147,41.16780209,18105,A0503082,ORCHARD HILL SCHOOL,450 ORCHARD RD,MERCER,PA,16137,42,2017-2018
-80.27782446,41.16913809,18106,A0701902,DEER RUN AMISH SCHOOL,440 S STONE BASE RD,NEW WILMINGTON,PA,16142,42,2017-2018
-80.40043452,41.40346813,18107,A0903009,LIVING WORD CHRISTIAN SCHOOL,12 N DIAMOND ST,GREENVILLE,PA,16125,42,2017-2018
-80.19336445,41.35328813,18108,A0903143,PLEASANT VIEW SCHOOL,1585 DISTRICT RD,FREDONIA,PA,16124,42,2017-2018
-80.45272453,41.39666813,18109,A1101974,MEADOW VALLEY CHRISTIAN SCHOOL,50 S MAYSVILLE RD,GREENVILLE,PA,16125,42,2017-2018
-80.22825945,41.22653711,18110,A1302746,CREATIVE LEARNING CHRISTIAN SCHOOL,550 GRANT ST,MERCER,PA,16137,42,2017-2018
-80.51836056,41.44297313,18111,A1303023,STATE LINE AMISH,216 STATE LINE RD,JAMESTOWN,PA,16134,42,2017-2018
-80.07717042,41.41720415,18112,A1503156,CARLTON AMISH SCHOOL,33 OAK ST,SANDY LAKE,PA,16145,42,2017-2018
-80.49116453,41.21180809,18113,A1503190,CROSSROADS PRIVATE ACADEMIC SCHOOL,1243 ROEMER BLVD,FARRELL,PA,16121,42,2017-2018
-80.15610443,41.30024812,18114,A1503201,DUTCH LANE SCHOOL,47 DUTCH LN,JACKSON CENTER,PA,16133,42,2017-2018
-80.25846147,41.35481513,18115,A1503214,FAIRVIEW SCHOOL,83 FURNACE RD,FREDONIA,PA,16124,42,2017-2018
-80.16813244,41.29784612,18116,A1503492,WILLOW CREEK SCHOOL,22 SUMNERS LN,JACKSON CENTER,PA,16133,42,2017-2018
-80.38716851,41.40641213,18117,A1702976,AMERICAN ENGLISH INSTITUTE,10 PENN AVE,GREENVILLE,PA,16125,42,2017-2018
-80.29764949,41.45951515,18118,A1703122,OSBORN SCHOOL,108 OSBORN RD,GREENVILLE,PA,16125,42,2017-2018
-80.19851445,41.34443813,18119,A1703167,SHADY MAPLE AMISH PAROCHIAL,93 SCHOOL RD,STONEBORO,PA,16153,42,2017-2018
-80.48233153,41.2386681,18120,A1703192,ST STEPHENS LUTHERAN ACADEMY NORTH,396 BUHL BLVD,SHARON,PA,16146,42,2017-2018
-80.17683344,41.36563114,18121,A1703228,VALLEY VIEW SCHOOL,1818A N VERNON RD,FREDONIA,PA,16124,42,2017-2018
-80.18148444,41.34153813,18122,A9105990,SHADY MAPLE SCHOOL,1489 VERNON RD,STONEBORO,PA,16153,42,2017-2018
-80.15610443,41.30024812,18123,A9303800,DUTCH LANE AMISH SCHOOL,47 DUTCH LN,JACKSON CENTER,PA,16133,42,2017-2018
-80.18909245,41.36691614,18124,A9503630,PINE HOLLOW SCHOOL,196 MCCARTNEY RD,FREDONIA,PA,16124,42,2017-2018
-80.35688548,41.16690609,18125,A9903603,CHERRY HILL SCHOOL,40 SHADY LN,NEW WILMINGTON,PA,16142,42,2017-2018
-80.17719444,41.30753812,18126,A9903683,HILLTOP AMISH SCHOOL,972 SKUNK RUN RD,MERCER,PA,16137,42,2017-2018
-80.33517448,41.17011909,18127,A9903866,WOOD LAWN SCHOOL,325 RIETHMILLER RD,NEW WILMINGTON,PA,16142,42,2017-2018
-77.57368357,40.6008481,18128,1192346,SACRED HEART OF JESUS SCHOOL,110 N DORCAS ST,LEWISTOWN,PA,17044,42,2017-2018
-77.72684362,40.59041809,18129,1197049,BELLEVILLE MENNONITE SCHOOL,4105 FRONT MOUNTAIN RD,BELLEVILLE,PA,17004,42,2017-2018
-77.75156362,40.48104807,18130,1202163,GOSPEL LIGHT SCHOOL,234 LITTLE BRICK RD,MC VEYTOWN,PA,17051,42,2017-2018
-77.80779364,40.54182808,18131,1908451,BETH EL CHRISTIAN DAY SCHOOL,41 SCHOOLHOUSE RD,BELLEVILLE,PA,17004,42,2017-2018
-77.75011363,40.59147809,18132,1908509,ROCK HAVEN CHRISTIAN SCHOOL,138 PEACHEY RD,BELLEVILLE,PA,17004,42,2017-2018
-77.68144361,40.66021811,18133,A0108874,GREEN GATE SCHOOL,45 BLUE BIRD LN,BELLEVILLE,PA,17004,42,2017-2018
-77.67380361,40.64905911,18134,A0502992,GREEN LANE SCHOOL,146 LUPINE LN,BELLEVILLE,PA,17004,42,2017-2018
-77.68904361,40.6064131,18135,A0503023,KISK CREEK SCHOOL,KISH CREEK LN,BELLEVILLE,PA,17004,42,2017-2018
-77.72395162,40.6316501,18136,A0503059,MOUNTAIN VIEW SCHOOL,80 YODER RD,BELLEVILLE,PA,17004,42,2017-2018
-77.80433464,40.52544408,18137,A0701972,ORCHARD SIDE SCHOOL,693 FRONT MOUNTAIN RD,ALLENSVILLE,PA,17002,42,2017-2018
-77.79856164,40.56779309,18138,A0902702,ALLISON GAP SCHOOL,702 W BACK MOUNTAIN RD,BELLEVILLE,PA,17004,42,2017-2018
-77.66559561,40.66974511,18139,A0902714,BARRVILLE AMISH SCHOOL,6160 E BACK MOUNTAIN RD,REEDSVILLE,PA,17084,42,2017-2018
-77.41184353,40.67172812,18140,A0903043,MIFFLIN CO CHRISTIAN ACADEMY,5113 BACK MAITLAND RD,MC CLURE,PA,17841,42,2017-2018
-77.75402563,40.6097771,18141,A0903185,SOFT RUN SCHOOL,63 SOFT RUN LN,BELLEVILLE,PA,17044,42,2017-2018
-77.6562556,40.66470711,18142,A1102009,COFFEE RUN SCHOOL,23 FARM HOUSE LN,REEDSVILLE,PA,17084,42,2017-2018
-77.57848258,40.69384412,18143,A1302722,CHURCH LANE AMISH SCHOOL,29 LONG LN,REEDSVILLE,PA,17084,42,2017-2018
-77.82600365,40.54230808,18144,A1503415,HICKORY GROVE SCHOOL,JOYFUL HEARTS LN 2ND SCHOOL ON LN,ALLENSVILLE,PA,17002,42,2017-2018
-77.58822058,40.68463112,18145,A1503442,STONY HILL SCHOOL,150 WOODEDGE LN,REEDSVILLE,PA,17084,42,2017-2018
-77.78639664,40.57937409,18146,A1703046,KA VEE AMISH SCHOOL,421 DIESEL DR,BELLEVILLE,PA,17004,42,2017-2018
-77.70539661,40.50084208,18147,A1703070,LIVING SPRINGS CHRISTIAN SCHOOL,500 RIDGE RD,MC VEYTOWN,PA,17051,42,2017-2018
-77.71256362,40.59851809,18148,A1703086,MEADOW VIEW AMISH SCHOOL,4568 FRONT MOUNTAIN RD,BELLEVILLE,PA,17004,42,2017-2018
-77.54834957,40.72810713,18149,A1703209,SUNNYVIEW SCHOOL,930 SALEM RD,MILROY,PA,17063,42,2017-2018
-77.66724361,40.64777811,18150,A9105934,PLEASANT VIEW SCHOOL,490 GREEN LN,BELLEVILLE,PA,17004,42,2017-2018
-77.78639664,40.57937409,18151,A9105937,POPLAR GROVE SCHOOL,W. BACK MOUNTAIN RD,BELLEVILLE,PA,17004,42,2017-2018
-77.82744365,40.53748208,18152,A9105987,SHADY GROVE SCHOOL,67 JOYFUL HEARTS LN,ALLENSVILLE,PA,17002,42,2017-2018
-77.80102864,40.53653608,18153,A9106042,SUNNYSIDE SCHOOL,300 SCHOOLHOUSE RD,BELLEVILLE,PA,17004,42,2017-2018
-77.70048361,40.6124601,18154,A9106074,VALLEY VIEW CHRISTIAN SCHOOL,120 APPLEHOUSE RD,BELLEVILLE,PA,17004,42,2017-2018
-77.78094364,40.55542108,18155,A9106090,WAYNESBURG SCHOOL,280 WAYNESBUG RD,BELLEVILLE,PA,17004,42,2017-2018
-77.77106563,40.58676409,18156,A9106102,WHITE HALL SCHOOL,655 KNEPP RD,BELLEVILLE,PA,17004,42,2017-2018
-77.6298236,40.69192812,18157,A9106125,WOODLAND SCHOOL,7418 E BACK MOUNTAIN RD,REEDSVILLE,PA,17084,42,2017-2018
-77.74487263,40.6195371,18158,A9503494,CLEAR VIEW SCHOOL,3280 E BACK MOUNTAIN RD,BELLEVILLE,PA,17004,42,2017-2018
-77.60747359,40.70192812,18159,A9703048,SHADY ACRE SCHOOL,101 SHADY ACRE LN,REEDSVILLE,PA,17084,42,2017-2018
-75.29751589,41.13339629,18160,1194773,MONSIGNOR MCHUGH SCHOOL,212 ROUTE 390,CRESCO,PA,18326,42,2017-2018
-75.22829186,40.98069226,18161,1202334,POCONO ADVENTIST CHRISTIAN SCHOOL,2001 W MAIN ST,STROUDSBURG,PA,18360,42,2017-2018
-75.16835384,41.00484627,18162,1603653,NOTRE DAME ELEMENTARY SCHOOL,60 SPANGENBURG AVE,EAST STROUDSBURG,PA,18301,42,2017-2018
-75.26551787,40.97820426,18163,1908553,GROWING CONCERN SCHOOL,539 RAILROAD DR,TANNERSVILLE,PA,18372,42,2017-2018
-75.16835384,41.00484627,18164,A0792106,NOTRE DAME JR/SR HIGH SCHOOL,60 SPANGENBURG AVE,EAST STROUDSBURG,PA,18301,42,2017-2018
-75.09524282,41.05509828,18165,A1503172,TCELA,1114 BIG RIDGE DR,EAST STROUDSBURG,PA,18302,42,2017-2018
-75.25829288,41.20285831,18166,A1503236,GREGORY THE GREAT ACADEMY,3333 EVERGREEN LN,CANADENSIS,PA,18325,42,2017-2018
-75.25980888,41.19724931,18167,A1703005,CONGREGATION OHR MENACHEM,180 GLENMERE RD,CANADENSIS,PA,18325,42,2017-2018
-75.18176284,41.00715927,18168,A1703205,SUMMIT SCHOOL OF THE POCONOS,135 BURSON ST,EAST STROUDSBURG,PA,18301,42,2017-2018
-75.13260183,41.03574728,18169,A1792075,PA TREATMENT & HEALING - EAST STROUDSBURG,149 SAW MILL CT,EAST STROUDSBURG,PA,18301,42,2017-2018
-75.2188628,40.09731809,18170,1185077,MOUNT ST JOSEPH ACADEMY,120 W WISSAHICKON AVE,FLOURTOWN,PA,19031,42,2017-2018
-75.24265281,40.19652011,18171,1185135,GWYNEDD MERCY ACADEMY HIGH SCHOOL,1345 SUMNEYTOWN PIKE,GWYNEDD VALLEY,PA,19437,42,2017-2018
-75.25865881,40.08941309,18172,1186048,ST PHILIP NERI,3015 CHESTNUT ST,LAFAYETTE HILL,PA,19444,42,2017-2018
-75.30990283,40.22630811,18173,1186059,CORPUS CHRISTI SCHOOL,920 SUMNEYTOWN PIKE,LANSDALE,PA,19446,42,2017-2018
-75.26892682,40.24150512,18174,1186081,LANSDALE CATHOLIC HIGH SCHOOL,700 LANSDALE AVE,LANSDALE,PA,19446,42,2017-2018
-75.2500628,40.00954907,18175,1186274,MERION MERCY ACADEMY,511 MONTGOMERY AVE,MERION STATION,PA,19066,42,2017-2018
-75.26081281,40.00862807,18176,1186365,ST MARGARET SCHOOL,227 N NARBERTH AVE,NARBERTH,PA,19072,42,2017-2018
-75.27811282,40.1307981,18177,1186478,HOLY ROSARY REGIONAL,3040 WALTON RD,PLYMOUTH MEETING,PA,19462,42,2017-2018
-75.38554085,40.1456001,18178,1186489,VISITATION BVM SCHOOL,190 N TROOPER RD,EAGLEVILLE,PA,19403,42,2017-2018
-75.18955279,40.09504809,18179,1186933,LA SALLE COLLEGE HIGH SCHOOL,8605 CHELTENHAM AVE,WYNDMOOR,PA,19038,42,2017-2018
-75.61930793,40.25293211,18180,1187857,ST ALOYSIUS SCHOOL,844 N KEIM ST,POTTSTOWN,PA,19464,42,2017-2018
-75.5095329,40.1983381,18181,1187879,POPE JOHN PAUL II HIGH SCHOOL,181 RITTENHOUSE RD,ROYERSFORD,PA,19468,42,2017-2018
-75.32672283,40.03216808,18182,1188001,HOLY CHILD SCHOOL AT ROSEMONT,1344 MONTGOMERY AVE,BRYN MAWR,PA,19010,42,2017-2018
-75.46658289,40.27064812,18183,1188034,ST MARY CATHOLIC SCHOOL,40 SPRING MOUNT RD,SCHWENKSVILLE,PA,19473,42,2017-2018
-75.15639678,40.09179209,18184,1188282,ANCILLAE-ASSUMPTA ACADEMY,2025 CHURCH RD,WYNCOTE,PA,19095,42,2017-2018
-75.15566878,40.09408209,18185,1188293,BISHOP MCDEVITT HIGH SCHOOL,125 ROYAL AVE,WYNCOTE,PA,19095,42,2017-2018
-75.2490188,40.00923807,18186,1188555,WALDRON MERCY ACADEMY,513 MONTGOMERY AVE,MERION STATION,PA,19066,42,2017-2018
-75.2628828,39.98489807,18187,1195711,FRIENDS CENTRAL SCHOOL,1101 CITY AVE,WYNNEWOOD,PA,19096,42,2017-2018
-75.28055282,40.10144809,18188,1195744,PLYMOUTH MEETING FRIENDS SCHOOL,2150 BUTLER PIKE,PLYMOUTH MEETING,PA,19462,42,2017-2018
-75.12014377,40.0947601,18189,1195835,ABINGTON FRIENDS SCHOOL,575 WASHINGTON LN,JENKINTOWN,PA,19046,42,2017-2018
-75.35047285,40.30490813,18190,1196431,DOCK MENNONITE ACADEMY,420 GODSHALL RD,SOUDERTON,PA,18964,42,2017-2018
-75.28283281,40.03634808,18191,1196613,THE GLADWYNE MONTESSORI SCHOOL,920 YOUNGS FORD RD,GLADWYNE,PA,19035,42,2017-2018
-75.61614693,40.24755711,18192,1196737,WYNDCROFT SCHOOL,1395 WILSON ST,POTTSTOWN,PA,19464,42,2017-2018
-75.26867281,40.06594808,18193,1196963,THE MIQUON SCHOOL,2025 HARTS LN,CONSHOHOCKEN,PA,19428,42,2017-2018
-75.38837285,40.13144809,18194,1197129,THE PATHWAY SCHOOL,162 EGYPT RD,NORRISTOWN,PA,19403,42,2017-2018
-75.31446282,40.02406807,18195,1197377,THE SHIPLEY SCHOOL,814 YARROW ST,BRYN MAWR,PA,19010,42,2017-2018
-75.33616784,40.25527412,18196,1197526,DOCK MENNONITE ACADEMY,1000 FORTY FT RD,LANSDALE,PA,19446,42,2017-2018
-75.16189278,40.15954211,18197,1197537,THE MONTESSORI SCHOOL,1701 JARRETTOWN RD,DRESHER,PA,19025,42,2017-2018
-75.10444776,40.1236161,18198,1197683,THE MEADOWBROOK SCHOOL,1641 HAMPTON RD,MEADOWBROOK,PA,19046,42,2017-2018
-75.30538282,40.01380807,18199,1197694,THE HAVERFORD SCHOOL,450 LANCASTER AVE,HAVERFORD,PA,19041,42,2017-2018
-75.2147328,40.1364981,18200,1197708,GERMANTOWN ACADEMY,340 MORRIS RD,FORT WASHINGTON,PA,19034,42,2017-2018
-75.31147282,40.02353807,18201,1197719,THE BALDWIN SCHOOL,701 MONTGOMERY AVE,BRYN MAWR,PA,19010,42,2017-2018
-75.50371391,40.39966414,18202,1197752,PERKIOMEN SCHOOL,200 SEMINARY ST,PENNSBURG,PA,18073,42,2017-2018
-75.06602275,40.1214881,18203,1199272,VALLEY CHRISTIAN SCHOOL,2364 HUNTINGDON PIKE,HUNTINGDON VALLEY,PA,19006,42,2017-2018
-75.63904294,40.30779812,18204,1199385,WAYSIDE CHRISTIAN SCHOOL,911 SWEINHART RD,BOYERTOWN,PA,19512,42,2017-2018
-75.13380277,40.06730709,18205,1199465,WYNCOTE ACADEMY,7613 OLD YORK RD,MELROSE PARK,PA,19027,42,2017-2018
-75.05567275,40.1298081,18206,1201002,BRYN ATHYN CHURCH SCHOOL,600 TOMLINSON RD,BRYN ATHYN,PA,19009,42,2017-2018
-75.19173279,40.17610811,18207,1202141,TWIN SPRING FARM DAY SCHOOL,1632 E BUTLER PIKE,AMBLER,PA,19002,42,2017-2018
-75.36684286,40.30387813,18208,1202185,INDIAN CREEK MENNONITE SCHOOL,637 HARLEYSVILLE PIKE,TELFORD,PA,18969,42,2017-2018
-75.27522282,40.1274381,18209,1908622,MARTIN LUTHER SCHOOL,512 TOWNSHIP LINE RD,PLYMOUTH MEETING,PA,19462,42,2017-2018
-75.31727283,40.1438281,18210,1908644,PENN CHRISTIAN ACADEMY,50 W GERMANTOWN PIKE,EAST NORRITON,PA,19401,42,2017-2018
-75.20479279,40.08371809,18211,1909182,EVAN THOMAS INSTITUTE,8801 STENTON AVE,WYNDMOOR,PA,19038,42,2017-2018
-75.26899281,39.98238107,18212,2054305,PERELMAN JEWISH DAY SCHOOL-STERN CENTER,49 HAVERFORD RD,WYNNEWOOD,PA,19096,42,2017-2018
-75.33756285,40.32479813,18213,2054633,GRACE CHRISTIAN SCHOOL,320 N 3RD ST,TELFORD,PA,18969,42,2017-2018
-75.10146276,40.09078809,18214,2121544,ST BASIL ACADEMY,711 FOX CHASE RD,JENKINTOWN,PA,19046,42,2017-2018
-75.2257238,40.18400311,18215,2121577,GWYNEDD-MERCY ACADEMY ELEMENTARY,816 NORRISTOWN RD,SPRING HOUSE,PA,19477,42,2017-2018
-75.33680985,40.28310412,18216,A0108775,ALL MY CHILDREN LEARNING CENTER,114B ALLENTOWN RD,SOUDERTON,PA,18964,42,2017-2018
-75.33915283,40.04827808,18217,A0109071,VILLANOVA ACADEMY FOR HONOR STUDIES,1860 MONTGOMERY AVE,VILLANOVA,PA,19085,42,2017-2018
-75.30707883,40.21736311,18218,A0109074,WEST POINT CHILD LEARNING CENTER,1631 S BROAD ST,LANSDALE,PA,19446,42,2017-2018
-75.25587282,40.20323811,18219,A0302689,GWYNEDD FRIENDS SCHOOL,1101 DEKALB PIKE,NORTH WALES,PA,19454,42,2017-2018
-75.19524179,40.1258381,18220,A0302828,WORDSWORTH ACADEMY,2101 PENNSYLVANIA AVE,FORT WASHINGTON,PA,19034,42,2017-2018
-75.26144281,40.03571808,18221,A0503074,NOREEN COOK  CENTER  FOR ECE OF HAR ZION TEMPLE,1500 HAGYS FORD RD,PENN VALLEY,PA,19072,42,2017-2018
-75.38437285,40.09848809,18222,A0508132,FOR KIDS SAKE CHILD CARE & LEARNING CENTER,486 KEEBLER RD,KING OF PRUSSIA,PA,19406,42,2017-2018
-75.23123281,40.23843812,18223,A0508153,KIDDIE ACADEMY OF MONTGOMERYVILLE,1020 HORSHAM RD,NORTH WALES,PA,19454,42,2017-2018
-75.37360585,40.13376809,18224,A0508180,MAGIC MOMENTS FOR CHILDREN,1920 W MARSHALL ST STE 5,JEFFERSONVILLE,PA,19403,42,2017-2018
-75.29497283,40.24369812,18225,A0508204,RAINBOW EXPRESS PRESCHOOL,630 YORK AVE,LANSDALE,PA,19446,42,2017-2018
-75.47069288,40.1957281,18226,A0701881,BRIGHT SPOT CHILD CARE,200 W MAIN ST,COLLEGEVILLE,PA,19426,42,2017-2018
-75.48938289,40.13963809,18227,A0701892,CHESTERBROOK ACADEMY,711 HOLLOW RD,PHOENIXVILLE,PA,19460,42,2017-2018
-75.45945288,40.2070781,18228,A0701919,FLANAGAN'S PRESCHOOL,2 IRON BRIDGE DR,COLLEGEVILLE,PA,19426,42,2017-2018
-75.11385977,40.1266071,18229,A0701985,REGINA COELI ACADEMY,1525 MARIAN RD,ABINGTON,PA,19001,42,2017-2018
-75.26889281,39.98208807,18230,A0701987,ROBERT J WILF PRESCHOOL AND KINDERGARTEN,45 HAVERFORD RD,WYNNEWOOD,PA,19096,42,2017-2018
-75.28629281,39.99999807,18231,A0702015,TORAH ACADEMY OF GREATER PHILADELPHIA,742 ARGYLE RD,WYNNEWOOD,PA,19096,42,2017-2018
-75.58846292,40.24498811,18232,A0702027,WEE CARE CHILD DEVELOPMENT CENTER,2573 E HIGH ST,SANATOGA,PA,19464,42,2017-2018
-75.27628081,39.99904107,18233,A0902704,ANCONA MONTESSORI,630 CLOTHIER RD,WYNNEWOOD,PA,19096,42,2017-2018
-75.2435308,40.00759107,18234,A0902788,CHILDRENS SCHOOL AT ST JOHNS,404 LEVERING MILL RD,BALA CYNWYD,PA,19004,42,2017-2018
-75.36225284,40.07705808,18235,A0902899,GODDARD SCHOOL,489 S GULPH RD,KING OF PRUSSIA,PA,19406,42,2017-2018
-75.40686186,40.22568111,18236,A0902901,THE GODDARD SCHOOL-SKIPPACK,1246 BRIDGE RD,SKIPPACK,PA,19474,42,2017-2018
-75.63036094,40.24714511,18237,A0902935,THE HILL SCHOOL,860 BEACH ST,POTTSTOWN,PA,19464,42,2017-2018
-75.47760789,40.22194911,18238,A0902967,KIDDIE ACADEMY OF COLLEGEVILLE,301 WARTMAN RD,COLLEGEVILLE,PA,19426,42,2017-2018
-75.36658284,40.09694809,18239,A0902981,KINDERCARE LEARNING CENTER,211 N HENDERSON RD,KING OF PRUSSIA,PA,19406,42,2017-2018
-75.30349583,40.1388221,18240,A0902983,KINDERCARE LEARNING CENTER,451 E GERMANTOWN PIKE,EAST NORRITON,PA,19401,42,2017-2018
-75.33407284,40.25429812,18241,A0903045,MILAGRE KIDS SCHOOL,1000 FORTY FOOT RD,LANSDALE,PA,19446,42,2017-2018
-75.13961277,40.1345181,18242,A0903088,NEXUS SCHOOL,2801 WOODLAND RD,ROSLYN,PA,19001,42,2017-2018
-75.67458295,40.25182811,18243,A0903148,PROGRESSIONS SCHOOL,564 GLASGOW ST,STOWE,PA,19464,42,2017-2018
-75.45026887,40.11611409,18244,A0903195,ST GABRIELS HALL,1350 PAWLINGS RD,AUDUBON,PA,19407,42,2017-2018
-75.28532283,40.21929811,18245,A0903263,UPPER GWYNEDD CHILD LEARNING CENTER,500 DICKERSON RD,NORTH WALES,PA,19454,42,2017-2018
-75.19003279,40.18321811,18246,A0903314,ZIPPORAH ABRAMSON  CENTER  FOR EARLY CHILDHOOD ED,239 E WELSH RD,MAPLE GLEN,PA,19002,42,2017-2018
-75.16165278,40.07636809,18247,A1101918,BETHEL CHRISTIAN ACADEMY OF WYNCOTE,2907 W CHELTENHAM AVE,WYNCOTE,PA,19095,42,2017-2018
-75.39092286,40.22479811,18248,A1101926,CASTLE ACADEMY,3935 ASHLAND DR,HARLEYSVILLE,PA,19438,42,2017-2018
-75.47107288,40.13589809,18249,A1171393,BRIGHT HORIZONS AT COLLEGEVILLE,1075 EGYPT RD,PHOENIXVILLE,PA,19460,42,2017-2018
-75.43067287,40.1812581,18250,A1171407,CHESTERBROOK ACADEMY,3822 GERMANTOWN PIKE,COLLEGEVILLE,PA,19426,42,2017-2018
-75.64463294,40.27703811,18251,A1171426,CREATIVE MINDS MONTESSORI SCHOOL,1374 COMMERCE DR # A,POTTSTOWN,PA,19464,42,2017-2018
-75.2267028,40.17892811,18252,A1171587,SPRING HOUSE EARLY LEARNING INC,809 N BETHLEHEM PIKE BLDG D,AMBLER,PA,19002,42,2017-2018
-75.34102284,40.08851809,18253,A1302683,BRIGHT HORIZONS AT KING OF PRUSSIA,3200 HORIZON DR STE 110,KING OF PRUSSIA,PA,19406,42,2017-2018
-75.13626278,40.17750811,18254,A1302789,GODDARD SCHOOL,420 DRESHER RD B,HORSHAM,PA,19044,42,2017-2018
-75.46743288,40.1595481,18255,A1302849,KINDER CARE LEARNING CENTER,100 CAMPUS DR,COLLEGEVILLE,PA,19426,42,2017-2018
-75.2410328,40.00203807,18256,A1302855,KOHELET YESHIVA HIGH SCHOOL,223 N HIGHLAND AVE,MERION STATION,PA,19066,42,2017-2018
-75.11789277,40.14640911,18257,A1302936,OUR LADY OF CONFIDENCE,314 N EASTON RD,WILLOW GROVE,PA,19090,42,2017-2018
-75.36021285,40.28394812,18258,A1303075,SOUDERTON VANTAGE ACADEMY,310 SCHOOL HOUSE RD,SOUDERTON,PA,18964,42,2017-2018
-75.32088284,40.24479812,18259,A1503219,FAMILY WORSHIP CENTER KINGERGARTEN,1000 TROXEL RD,LANSDALE,PA,19446,42,2017-2018
-75.15904678,40.1272071,18260,A1503233,GOOD SHEPHERD CATHOLIC REGIONAL SCHOOL,835 N HILLS AVE,GLENSIDE,PA,19038,42,2017-2018
-75.2257238,40.18400311,18261,A1503238,GWYNEDD MERCY ACADEMY EL DIVISION,816 NORRISTOWN RD,SPRING HOUSE,PA,19477,42,2017-2018
-75.2352658,40.00523407,18262,A1503260,I S KOSLOFF TORAH ACADEMY HIGH SCHOOL FOR GIRLS,50 MONTGOMERY AVE,BALA CYNWYD,PA,19004,42,2017-2018
-75.2430328,40.00653807,18263,A1503330,THE MESIVTA HIGH SCHOOL OF GREATER PHILA,314 LEVERING MILL RD,BALA CYNWYD,PA,19004,42,2017-2018
-75.5270629,40.2008281,18264,A1503384,PRIMROSE SCHOOL OF ROYERSFORD,259 ROYERSFORD RD,ROYERSFORD,PA,19468,42,2017-2018
-75.4829929,40.37610614,18265,A1503389,RED HILL CHRISTIAN SCHOOL,208 5TH ST,RED HILL,PA,18076,42,2017-2018
-75.15233978,40.1034031,18266,A1503437,ST JOSEPH THE PROTECTOR,2336 FAIRHILL AVE,GLENSIDE,PA,19038,42,2017-2018
-75.11990277,40.09446809,18267,A1503441,A STEP UP ACADEMY,520 MEETINGHOUSE RD,JENKINTOWN,PA,19046,42,2017-2018
-75.54214291,40.2064081,18268,A1592174,CHESTERBROOK ACADEMY,441 N LEWIS RD STE 2,LIMERICK,PA,19468,42,2017-2018
-75.09298276,40.06226809,18269,A1592176,GOSPEL OF GRACE,315 CENTRAL AVE,CHELTENHAM,PA,19012,42,2017-2018
-75.31757783,40.12584609,18270,A1702991,CAPSTONE ACADEMY,351 E JOHNSON HWY,EAST NORRITON,PA,19401,42,2017-2018
-75.19691279,40.1380581,18271,A1703019,EARLY LEARNING CHILDRENS ACADEMY,410 COMMERCE DR,FORT WASHINGTON,PA,19034,42,2017-2018
-75.25587282,40.20323811,18272,A1703036,GWYNEDD FRIENDS SCHOOL,1101 DEKALB PIKE,NORTH WALES,PA,19454,42,2017-2018
-75.09704276,40.08796309,18273,A1703090,MILESTONE ACADEMY,700 N CEDAR RD,JENKINTOWN,PA,19046,42,2017-2018
-75.39062585,40.09429109,18274,A1703097,MOTHER TERESA REGIONAL CATHOLIC SCHOOL,405 ALLENDALE RD,KING OF PRUSSIA,PA,19046,42,2017-2018
-75.41193286,40.12584809,18275,A1703219,TLC LEADERSHIP ACADEMY,2600 EISENHOWER AVE,AUDUBON,PA,19403,42,2017-2018
-75.06093475,40.1314041,18276,A9105434,ACADEMY OF THE NEW CHURCH BOYS SCHOOL,2815 BENADE CIR,BRYN ATHYN,PA,19009,42,2017-2018
